household_id,sector,qualification,salary,own_house,house_rent,own_car,car_expenses,married,number_of_children,food,milk,bread,meat,fruits,vegetables,transport,education,healthcare,utilities,clothing,entertainment,sports,savings
177,Agriculture,Cadre,81826,VRAI,0,FAUX,0,VRAI,1,24358,3653,2435,7307,4871,6092,6904,10004,6924,4421,2616,3104,0,23495
178,Commerce,Cadre,118653,FAUX,22306,VRAI,5841,FAUX,2,29690,4453,2969,8907,5938,7423,0,6456,7960,8185,2700,2406,0,33109
179,Extractives,Ex‚cution,28747,FAUX,25038,VRAI,14528,FAUX,1,8358,1253,835,2507,1671,2092,0,2607,1532,1738,702,1736,0,-27492
180,Education,MaŒtrise,45242,FAUX,15185,VRAI,13614,FAUX,1,11537,1730,1153,3461,2307,2886,0,2591,3173,2662,1325,1540,0,-6385
181,Commerce,MaŒtrise,45686,FAUX,12780,FAUX,0,FAUX,0,14347,2152,1434,4304,2869,3588,4520,0,3662,2774,2097,1194,0,4312
182,Health,Cadre,114727,VRAI,0,FAUX,0,VRAI,1,36872,5530,3687,11061,7374,9220,10454,14959,8905,7526,2950,6742,3426,22893
183,Finance,MaŒtrise,44945,FAUX,25998,VRAI,10758,VRAI,0,13533,2029,1353,4059,2706,3386,0,0,2352,2619,2169,1039,0,-13523
184,Agriculture,Ex‚cution,31468,FAUX,15276,FAUX,0,FAUX,2,8717,1307,871,2615,1743,2181,2899,2559,2814,2415,1175,2061,1528,-7976
185,Extractives,Ex‚cution,33662,VRAI,0,VRAI,13202,FAUX,2,8430,1264,843,2529,1686,2108,0,2245,2883,2356,1974,1954,0,618
186,Transport,Cadre,69821,VRAI,0,VRAI,8842,VRAI,1,18187,2728,1818,5456,3637,4548,0,6972,4835,5304,2725,1783,0,21173
187,Transport,Cadre,69083,FAUX,23324,VRAI,11588,VRAI,1,18735,2810,1873,5620,3747,4685,0,7995,5085,5278,1977,3722,0,-8621
188,Transport,MaŒtrise,58135,FAUX,24609,FAUX,0,FAUX,0,18499,2774,1849,5549,3699,4628,4267,0,4590,3055,1262,3101,0,-1248
189,Industry,MaŒtrise,42100,FAUX,29557,VRAI,13197,FAUX,1,12266,1839,1226,3679,2453,3069,0,4179,2956,2775,1844,862,0,-25536
190,Agriculture,MaŒtrise,52096,VRAI,0,FAUX,0,FAUX,1,17489,2623,1748,5246,3497,4375,4103,3002,3601,3179,1420,2176,1233,15893
191,Construction,Cadre,111955,FAUX,16155,VRAI,9516,VRAI,3,37472,5620,3747,11241,7494,9370,0,5861,10627,8228,5733,4802,2476,11085
192,Transport,Cadre,62204,VRAI,0,VRAI,4102,VRAI,3,15910,2386,1591,4773,3182,3978,0,9068,6042,4575,3710,2937,0,15860
193,Transport,MaŒtrise,49744,VRAI,0,VRAI,13601,FAUX,0,16322,2448,1632,4896,3264,4082,0,0,3925,2706,2608,2576,1838,6168
194,Extractives,Cadre,93840,FAUX,10215,FAUX,0,VRAI,0,29934,4490,2993,8980,5986,7485,7929,0,9058,6092,2741,2085,0,25786
195,Finance,MaŒtrise,54350,VRAI,0,FAUX,0,FAUX,1,15080,2262,1508,4524,3016,3770,4910,5215,4202,3423,1182,1537,0,18801
196,Extractives,Ex‚cution,32888,FAUX,24385,FAUX,0,VRAI,5,8580,1287,858,2574,1716,2145,2691,3282,2313,2584,1345,1018,0,-13310
197,Education,MaŒtrise,46102,VRAI,0,FAUX,0,FAUX,2,14900,2235,1490,4470,2980,3725,3123,5524,3216,3623,2705,1827,0,11184
198,Health,MaŒtrise,52782,VRAI,0,VRAI,6667,VRAI,5,17709,2656,1770,5312,3541,4430,0,5822,4843,3881,1851,2512,0,9497
199,Commerce,Ex‚cution,27217,VRAI,0,FAUX,0,FAUX,2,7495,1124,749,2248,1499,1875,1695,2457,2578,1361,1525,753,0,9353
200,Education,MaŒtrise,42176,VRAI,0,FAUX,0,VRAI,3,10926,1638,1092,3277,2185,2734,2177,2352,3045,2457,1892,2936,1389,15002
201,Health,MaŒtrise,59392,VRAI,0,VRAI,6699,VRAI,2,16159,2423,1615,4847,3231,4043,0,3200,3076,3281,3247,2026,0,21704
202,Commerce,Ex‚cution,38234,VRAI,0,VRAI,13642,VRAI,1,12971,1945,1297,3891,2594,3244,0,3515,3403,2458,1525,1155,0,-435
203,Education,Ex‚cution,37399,FAUX,21757,VRAI,3270,FAUX,0,10880,1632,1088,3264,2176,2720,0,0,3386,2807,1244,2045,0,-7990
204,Health,MaŒtrise,56673,FAUX,16614,VRAI,9771,VRAI,4,16388,2458,1638,4916,3277,4099,0,5931,4341,3837,1272,2159,0,-3640
205,Construction,Cadre,79540,VRAI,0,VRAI,8810,VRAI,3,27575,4136,2757,8272,5515,6895,0,5761,6613,5747,4290,3271,1830,15643
206,Education,Ex‚cution,25205,VRAI,0,VRAI,10214,FAUX,2,6856,1028,685,2056,1371,1716,0,3182,1943,1373,887,1026,0,-276
207,Finance,Cadre,91486,VRAI,0,VRAI,6551,VRAI,0,26180,3927,2618,7854,5236,6545,0,0,8916,6309,2305,4391,0,36834
208,Transport,Cadre,62610,VRAI,0,FAUX,0,FAUX,2,20124,3018,2012,6037,4024,5033,4575,8896,5304,4499,3410,2110,0,13692
209,Transport,Ex‚cution,30260,VRAI,0,FAUX,0,VRAI,0,9686,1452,968,2905,1937,2424,2613,0,2363,2372,1205,1180,1254,9587
210,Extractives,MaŒtrise,44946,FAUX,13490,VRAI,14065,VRAI,1,13203,1980,1320,3960,2640,3303,0,3303,3831,3349,1881,3072,1357,-12605
211,Agriculture,Cadre,93767,VRAI,0,FAUX,0,VRAI,3,25567,3835,2556,7670,5113,6393,8811,12272,7863,6446,3062,5702,0,24044
212,Commerce,Cadre,101334,VRAI,0,FAUX,0,FAUX,1,27841,4176,2784,8352,5568,6961,5891,6960,5166,6254,2802,4112,0,42308
213,Transport,Ex‚cution,31043,VRAI,0,VRAI,6104,VRAI,0,9888,1483,988,2966,1977,2474,0,0,2068,1604,1085,2086,0,8208
214,Construction,MaŒtrise,55950,VRAI,0,FAUX,0,FAUX,0,14554,2183,1455,4366,2910,3640,3574,0,3570,3522,3313,1307,0,26110
215,Finance,Ex‚cution,25517,VRAI,0,FAUX,0,VRAI,1,8177,1226,817,2453,1635,2046,1815,2160,1783,1478,719,1126,548,7711
216,Agriculture,MaŒtrise,44117,VRAI,0,FAUX,0,VRAI,5,11330,1699,1133,3399,2266,2833,3155,5275,3216,2327,1858,2297,0,14659
217,Transport,MaŒtrise,52768,FAUX,23032,FAUX,0,VRAI,1,17762,2664,1776,5328,3552,4442,5136,3197,3046,4133,2609,3385,1767,-11299
218,Transport,MaŒtrise,48475,FAUX,14396,FAUX,0,VRAI,3,16673,2500,1667,5001,3334,4171,2958,5941,3919,3499,1385,2581,0,-2877
219,Agriculture,Cadre,72977,VRAI,0,FAUX,0,FAUX,2,20132,3019,2013,6039,4026,5035,5233,8928,3681,4939,3249,3786,2814,20215
220,Extractives,Cadre,103764,FAUX,15119,VRAI,9136,VRAI,2,28509,4276,2850,8552,5701,7130,0,5836,7569,7469,4593,5566,4986,14981
221,Finance,MaŒtrise,44370,VRAI,0,VRAI,14949,VRAI,5,14388,2158,1438,4316,2877,3599,0,5492,3375,2309,1546,2930,0,-619
222,Construction,Ex‚cution,30488,FAUX,29296,FAUX,0,VRAI,2,9007,1351,900,2702,1801,2253,2485,2281,2599,1915,1149,1599,0,-19843
223,Finance,MaŒtrise,56446,VRAI,0,VRAI,10352,VRAI,5,16948,2542,1694,5084,3389,4239,0,3139,4208,4392,1366,3286,0,12755
224,Transport,MaŒtrise,41637,VRAI,0,VRAI,3644,FAUX,0,13518,2027,1351,4055,2703,3382,0,0,3581,3114,1575,2510,1956,11739
225,Commerce,Cadre,81225,VRAI,0,VRAI,14582,VRAI,0,27032,4054,2703,8109,5406,6760,0,0,4938,6033,4179,4192,1694,18575
226,Extractives,Ex‚cution,34428,FAUX,27413,FAUX,0,VRAI,5,10402,1560,1040,3120,2080,2602,3089,4766,2314,2198,1259,711,976,-18700
227,Health,Cadre,110799,VRAI,0,VRAI,6687,FAUX,0,35814,5372,3581,10744,7162,8955,0,0,8392,6076,2586,2321,5056,43867
228,Education,MaŒtrise,51171,VRAI,0,VRAI,10178,VRAI,5,14162,2124,1416,4248,2832,3542,0,4276,4475,3436,3042,2084,0,9518
229,Education,Ex‚cution,27242,FAUX,15097,VRAI,12137,VRAI,4,9181,1377,918,2754,1836,2296,0,3082,2087,1456,1204,704,428,-18134
230,Extractives,MaŒtrise,55810,VRAI,0,FAUX,0,VRAI,0,17364,2604,1736,5209,3472,4343,5182,0,4669,3473,3093,1735,0,20294
231,Agriculture,Ex‚cution,31811,FAUX,10504,FAUX,0,VRAI,3,9014,1352,901,2704,1802,2255,2849,3026,1882,2406,1759,1377,811,-1817
232,Education,MaŒtrise,58991,VRAI,0,VRAI,5565,VRAI,0,19131,2869,1913,5739,3826,4784,0,0,5450,3915,3496,2508,0,18926
233,Health,MaŒtrise,52508,VRAI,0,VRAI,3002,VRAI,2,16837,2525,1683,5051,3367,4211,0,4591,3595,2696,1785,3489,2271,14242
234,Transport,Ex‚cution,39683,FAUX,27889,FAUX,0,VRAI,0,12226,1833,1222,3667,2445,3059,2829,0,3071,2604,1349,2137,0,-12422
235,Industry,Cadre,114482,FAUX,29996,VRAI,6163,VRAI,3,33093,4963,3309,9927,6618,8276,0,7540,7202,7803,4273,6721,0,11691
236,Agriculture,Ex‚cution,28645,VRAI,0,VRAI,6340,FAUX,2,7692,1153,769,2307,1538,1925,0,3150,2666,2178,1402,1641,0,3576
237,Finance,MaŒtrise,46539,VRAI,0,VRAI,10485,FAUX,1,14856,2228,1485,4456,2971,3716,0,3555,4512,3215,1534,1557,1758,5067
238,Health,Ex‚cution,36142,VRAI,0,FAUX,0,FAUX,2,12589,1888,1258,3776,2517,3150,3228,4603,3158,1970,1036,1561,961,7036
239,Industry,Cadre,79259,VRAI,0,FAUX,0,VRAI,5,26853,4027,2685,8055,5370,6716,5252,11103,7910,5925,4263,2571,0,15382
240,Health,MaŒtrise,49867,VRAI,0,FAUX,0,FAUX,1,12495,1874,1249,3748,2499,3125,3654,5341,3251,2969,2914,3220,0,16023
241,Industry,MaŒtrise,42850,VRAI,0,VRAI,3919,VRAI,3,10879,1631,1087,3263,2175,2723,0,5729,3469,2866,1927,2709,0,11352
242,Health,Ex‚cution,34788,FAUX,18210,VRAI,3572,VRAI,3,10678,1601,1067,3203,2135,2672,0,4760,2398,2127,1556,1796,0,-10309
243,Finance,Ex‚cution,39211,FAUX,12217,FAUX,0,VRAI,2,13524,2028,1352,4057,2704,3383,3593,3381,3653,2090,2235,2022,1402,-4906
244,Transport,Ex‚cution,38493,VRAI,0,VRAI,9982,VRAI,3,9786,1467,978,2935,1957,2449,0,4156,2796,3020,863,2089,648,5153
245,Commerce,Cadre,61141,FAUX,24501,FAUX,0,VRAI,5,20675,3101,2067,6202,4135,5170,4843,8154,5021,3201,3033,1512,0,-9799
246,Commerce,Ex‚cution,32129,VRAI,0,FAUX,0,FAUX,1,10149,1522,1014,3044,2029,2540,1945,4379,3029,1795,1590,1102,0,8140
247,Education,Cadre,111411,VRAI,0,FAUX,0,VRAI,0,33033,4954,3303,9909,6606,8261,10290,0,5918,6691,2526,7661,0,45292
248,Education,MaŒtrise,41546,FAUX,27478,VRAI,11954,VRAI,5,14301,2145,1430,4290,2860,3576,0,2388,2988,2737,2468,1175,429,-24372
249,Commerce,Cadre,115178,VRAI,0,VRAI,3861,VRAI,1,31748,4762,3174,9524,6349,7939,0,9851,9640,5975,3273,6962,2730,41138
250,Commerce,Cadre,72158,VRAI,0,VRAI,10542,FAUX,1,23839,3575,2383,7151,4767,5963,0,4597,5703,4702,1859,3694,2129,15093
251,Extractives,Ex‚cution,28318,FAUX,17657,FAUX,0,VRAI,1,8377,1256,837,2513,1675,2096,2442,3042,2360,2076,1542,1010,0,-10188
252,Extractives,Cadre,95871,FAUX,17124,VRAI,3446,VRAI,5,32003,4800,3200,9600,6400,8003,0,8258,8915,5963,3176,4093,0,12893
253,Commerce,MaŒtrise,41932,FAUX,12032,VRAI,8074,FAUX,1,14129,2119,1412,4238,2825,3535,0,3785,4130,3269,2082,1424,1852,-8845
254,Education,Ex‚cution,32579,VRAI,0,VRAI,3719,VRAI,4,10023,1503,1002,3006,2004,2508,0,3449,2233,2396,981,2180,0,7598
255,Industry,Ex‚cution,32869,FAUX,14820,FAUX,0,VRAI,5,10687,1603,1068,3206,2137,2673,2668,3616,1731,2014,962,1093,0,-4722
256,Extractives,Ex‚cution,28129,VRAI,0,FAUX,0,FAUX,2,7702,1155,770,2310,1540,1927,2684,2723,2062,2048,736,1247,0,8927
257,Construction,Ex‚cution,37300,FAUX,11756,FAUX,0,VRAI,2,9438,1415,943,2831,1887,2362,2246,3134,2817,2553,2104,1696,0,1556
258,Health,Cadre,116221,VRAI,0,VRAI,4717,FAUX,2,37815,5672,3781,11344,7563,9455,0,8315,7763,7434,5919,7641,5450,31167
259,Commerce,Ex‚cution,28113,VRAI,0,FAUX,0,VRAI,0,7620,1143,762,2286,1524,1905,2187,0,2609,2109,1605,1076,1123,9784
260,Agriculture,Cadre,98599,FAUX,23682,VRAI,12008,VRAI,1,31234,4685,3123,9370,6246,7810,0,14131,6238,6738,4647,3537,0,-3616
261,Industry,Cadre,116690,VRAI,0,VRAI,9320,VRAI,1,34489,5173,3448,10346,6897,8625,0,13747,9002,7048,4367,6969,1830,29918
262,Extractives,Cadre,61961,VRAI,0,FAUX,0,FAUX,1,21244,3186,2124,6373,4248,5313,3289,3670,3602,4204,1612,4238,0,20102
263,Education,MaŒtrise,41273,VRAI,0,VRAI,4096,FAUX,1,11049,1657,1104,3314,2209,2765,0,3278,2300,3229,2120,1779,0,13422
264,Finance,MaŒtrise,58782,VRAI,0,FAUX,0,VRAI,0,17282,2592,1728,5184,3456,4322,5083,0,5702,4003,3205,3593,1730,18184
265,Health,MaŒtrise,57358,VRAI,0,VRAI,12080,VRAI,5,19515,2927,1951,5854,3903,4880,0,4840,4970,4001,3284,3501,0,5167
266,Education,Cadre,116561,VRAI,0,FAUX,0,VRAI,2,38476,5771,3847,11542,7695,9621,6436,12551,8532,6243,6903,3582,3939,29899
267,Commerce,Ex‚cution,39011,FAUX,15898,FAUX,0,VRAI,1,12832,1924,1283,3849,2566,3210,3409,4140,2430,2446,2018,842,0,-5004
268,Finance,Cadre,106326,VRAI,0,VRAI,3896,VRAI,4,33109,4966,3310,9932,6621,8280,0,8004,8387,6462,5629,6489,0,34350
269,Commerce,Ex‚cution,31845,FAUX,14624,FAUX,0,VRAI,5,9447,1417,944,2834,1889,2363,2359,4270,1944,1956,1666,1948,903,-7272
270,Commerce,Ex‚cution,35914,VRAI,0,FAUX,0,VRAI,0,11139,1670,1113,3341,2227,2788,3478,0,2355,2064,1658,1830,1692,11698
271,Construction,MaŒtrise,54719,VRAI,0,FAUX,0,FAUX,2,17300,2595,1730,5190,3460,4325,2946,4676,4242,3397,2919,3323,0,15916
272,Construction,Ex‚cution,39698,FAUX,12402,VRAI,14404,VRAI,5,11028,1654,1102,3308,2205,2759,0,2846,2556,2647,840,2594,746,-10365
273,Finance,Ex‚cution,38598,VRAI,0,VRAI,6854,FAUX,0,10857,1628,1085,3257,2171,2716,0,0,3544,1988,1489,1504,827,11535
274,Agriculture,MaŒtrise,45316,FAUX,26806,FAUX,0,FAUX,0,14311,2146,1431,4293,2862,3579,2284,0,4402,2588,1101,2646,0,-8822
275,Finance,MaŒtrise,57831,VRAI,0,VRAI,12417,VRAI,2,17692,2653,1769,5307,3538,4425,0,7682,4952,4100,1906,1832,2561,4689
276,Education,MaŒtrise,47701,VRAI,0,VRAI,5806,VRAI,2,15646,2346,1564,4693,3129,3914,0,7143,2840,3042,1776,1680,602,9166
277,Industry,Ex‚cution,27931,VRAI,0,VRAI,5971,VRAI,0,9209,1381,920,2762,1841,2305,0,0,2407,1975,939,1682,457,5291
278,Education,MaŒtrise,45578,VRAI,0,FAUX,0,FAUX,2,12600,1890,1260,3780,2520,3150,2916,3544,2360,3546,1301,1868,2019,15424
279,Agriculture,Cadre,73675,VRAI,0,VRAI,5345,VRAI,4,22590,3388,2259,6777,4518,5648,0,3729,3911,4867,3141,4241,2249,23602
280,Commerce,Cadre,105947,VRAI,0,FAUX,0,FAUX,0,29851,4477,2985,8955,5970,7464,6671,0,5761,5583,2937,2386,0,52758
281,Construction,Ex‚cution,31543,VRAI,0,FAUX,0,FAUX,0,9280,1392,928,2784,1856,2320,2104,0,2199,2078,834,1532,0,13516
282,Construction,Cadre,84860,VRAI,0,VRAI,12379,VRAI,1,21695,3254,2169,6508,4339,5425,0,4537,5905,6017,2353,4419,3856,23699
283,Health,Cadre,105896,VRAI,0,VRAI,9382,FAUX,0,32251,4837,3225,9675,6450,8064,0,0,5853,5438,4898,4951,1206,41917
284,Transport,MaŒtrise,53918,FAUX,11170,VRAI,12374,VRAI,0,16213,2431,1621,4863,3242,4056,0,0,4415,4289,2734,2249,0,474
285,Commerce,MaŒtrise,45983,FAUX,24758,FAUX,0,VRAI,0,12089,1813,1208,3626,2417,3025,2528,0,3685,3021,1386,2002,0,-3486
286,Industry,Ex‚cution,31761,FAUX,26131,VRAI,9553,VRAI,1,10080,1512,1008,3024,2016,2520,0,4277,2103,2232,1390,1593,0,-25598
287,Health,MaŒtrise,43867,FAUX,14873,FAUX,0,VRAI,4,13866,2079,1386,4159,2773,3469,3623,3294,3619,2472,1091,2415,2187,-3573
288,Transport,MaŒtrise,55681,VRAI,0,VRAI,4881,VRAI,0,15360,2304,1536,4608,3072,3840,0,0,2861,3838,2063,2639,1215,22824
289,Transport,Cadre,65197,VRAI,0,FAUX,0,VRAI,3,19975,2996,1997,5992,3995,4995,4890,3712,3552,4435,2193,4294,0,22146
290,Health,MaŒtrise,53731,FAUX,20878,FAUX,0,FAUX,0,15087,2263,1508,4526,3017,3773,4936,0,4337,3623,1619,3106,2523,-2378
291,Commerce,Ex‚cution,30874,VRAI,0,VRAI,13635,VRAI,4,10303,1545,1030,3090,2060,2578,0,1936,1738,2297,1758,1328,0,-2121
292,Health,Ex‚cution,31998,FAUX,12253,VRAI,3864,VRAI,2,9140,1371,914,2742,1828,2285,0,2414,1620,2118,1729,2172,0,-3312
293,Agriculture,Ex‚cution,34726,VRAI,0,VRAI,7932,VRAI,0,10035,1505,1003,3010,2007,2510,0,0,2569,1880,807,2135,0,9368
294,Agriculture,Cadre,90425,VRAI,0,FAUX,0,VRAI,1,26914,4037,2691,8074,5382,6730,5960,8943,8407,6128,4321,3457,0,26295
295,Health,Ex‚cution,26644,VRAI,0,FAUX,0,VRAI,2,8606,1290,860,2581,1721,2154,2157,1829,1366,1559,1005,1354,0,8768
296,Commerce,Cadre,62035,VRAI,0,FAUX,0,VRAI,2,17232,2584,1723,5169,3446,4310,5494,7145,5683,4917,2417,1447,1354,16346
297,Agriculture,Cadre,79041,VRAI,0,FAUX,0,VRAI,5,24921,3738,2492,7476,4984,6231,4560,11674,6105,4273,4406,1875,0,21227
298,Agriculture,Ex‚cution,39189,VRAI,0,FAUX,0,VRAI,4,11034,1655,1103,3310,2206,2760,2070,4963,3335,2349,1842,1559,0,12037
299,Agriculture,MaŒtrise,54312,VRAI,0,VRAI,10707,VRAI,0,15630,2344,1563,4689,3126,3908,0,0,2884,3268,2185,1525,0,18113
300,Education,Ex‚cution,38007,VRAI,0,FAUX,0,FAUX,1,12858,1928,1285,3857,2571,3217,2688,3372,3153,2404,1745,876,0,10911
301,Construction,MaŒtrise,50064,FAUX,27576,VRAI,4464,VRAI,4,13072,1960,1307,3921,2614,3270,0,6849,3247,2747,2354,1096,0,-11341
302,Health,MaŒtrise,50310,VRAI,0,FAUX,0,VRAI,4,13856,2078,1385,4156,2771,3466,3258,5181,4221,3410,1304,1439,0,17641
303,Health,Cadre,80900,VRAI,0,FAUX,0,FAUX,2,24290,3643,2429,7287,4858,6073,4857,6593,7246,6267,2782,2859,3004,23002
304,Construction,Cadre,65209,VRAI,0,FAUX,0,VRAI,5,19363,2904,1936,5808,3872,4843,4638,9752,3294,5011,1693,3866,0,17592
305,Transport,Cadre,77653,VRAI,0,FAUX,0,VRAI,5,22143,3321,2214,6642,4428,5538,6252,4069,4334,4178,2140,3336,0,31201
306,Extractives,MaŒtrise,55966,FAUX,14675,VRAI,14459,VRAI,4,14372,2155,1437,4311,2874,3595,0,4019,5415,3580,2116,1160,2498,-6328
307,Education,Cadre,102614,VRAI,0,VRAI,14925,VRAI,4,33490,5023,3349,10047,6698,8373,0,10501,6294,7182,2381,4319,1783,21739
308,Education,Ex‚cution,36781,VRAI,0,FAUX,0,FAUX,2,10603,1590,1060,3180,2120,2653,3382,2373,2769,1907,840,1790,0,13117
309,Industry,Ex‚cution,26016,FAUX,19030,VRAI,6496,FAUX,0,8183,1227,818,2454,1636,2048,0,0,1360,2039,1396,906,436,-13830
310,Transport,Ex‚cution,33611,VRAI,0,FAUX,0,VRAI,2,8560,1284,856,2568,1712,2140,3240,1986,2161,2358,900,765,1365,12276
311,Commerce,Ex‚cution,37755,VRAI,0,VRAI,8089,VRAI,1,11701,1755,1170,3510,2340,2926,0,4638,2483,2333,1112,938,1581,4880
312,Construction,MaŒtrise,44270,FAUX,26878,VRAI,14374,VRAI,2,14802,2220,1480,4440,2960,3702,0,3651,3734,3490,2178,1969,0,-26806
313,Construction,Cadre,66869,VRAI,0,FAUX,0,VRAI,3,19525,2928,1952,5857,3905,4883,5277,8911,6032,5081,1496,3651,1780,15116
314,Construction,MaŒtrise,49211,FAUX,16671,FAUX,0,FAUX,0,12957,1943,1295,3887,2591,3241,2851,0,4796,3759,2769,3423,1191,794
315,Construction,Cadre,61375,VRAI,0,FAUX,0,VRAI,0,19369,2905,1936,5810,3873,4845,3678,0,4035,3482,1397,3766,1775,23873
316,Agriculture,Cadre,102330,FAUX,12156,VRAI,5580,FAUX,0,30578,4586,3057,9173,6115,7647,0,0,5797,5918,3762,5112,0,33427
317,Finance,Ex‚cution,33488,VRAI,0,VRAI,5597,VRAI,2,10330,1549,1033,3099,2066,2583,0,4827,1966,2148,792,1717,0,6111
318,Commerce,Ex‚cution,39060,VRAI,0,FAUX,0,VRAI,0,13130,1969,1313,3939,2626,3283,3080,0,3692,2652,2046,1620,0,12840
319,Transport,Cadre,102624,VRAI,0,VRAI,4871,VRAI,1,28800,4320,2880,8640,5760,7200,0,10828,8148,6444,4578,2471,1731,34753
320,Transport,MaŒtrise,44476,FAUX,10515,FAUX,0,VRAI,0,12424,1863,1242,3727,2484,3108,2815,0,2963,2967,2147,2362,0,8283
321,Finance,Cadre,96444,FAUX,15033,FAUX,0,VRAI,0,32595,4889,3259,9778,6519,8150,5059,0,5936,7418,2917,2992,4278,20216
322,Industry,Ex‚cution,38385,FAUX,24643,FAUX,0,VRAI,3,10401,1560,1040,3120,2080,2601,3793,4397,3712,2268,1968,2237,0,-15034
323,Health,MaŒtrise,42795,VRAI,0,VRAI,6084,VRAI,3,11583,1737,1158,3474,2316,2898,0,4298,2807,2688,1960,2450,1121,9804
324,Commerce,Cadre,63432,VRAI,0,FAUX,0,FAUX,2,16766,2514,1676,5029,3353,4194,5257,7241,3252,4671,3560,2116,0,20569
325,Health,MaŒtrise,41577,VRAI,0,FAUX,0,FAUX,1,13573,2035,1357,4071,2714,3396,2383,4949,4043,2930,1383,1872,0,10444
326,Education,MaŒtrise,47037,VRAI,0,FAUX,0,FAUX,1,13854,2078,1385,4156,2770,3465,2550,5562,2905,3683,2579,1621,0,14283
327,Transport,Cadre,86220,FAUX,26574,VRAI,11181,VRAI,2,27058,4058,2705,8117,5411,6767,0,6959,8017,6792,2475,2104,3692,-8632
328,Industry,MaŒtrise,48881,VRAI,0,FAUX,0,VRAI,0,14473,2170,1447,4341,2894,3621,4469,0,4471,3484,1183,3027,0,17774
329,Extractives,Ex‚cution,27939,FAUX,24998,FAUX,0,VRAI,1,7116,1067,711,2134,1423,1781,2740,3294,2278,1623,836,1874,1146,-17966
330,Health,Ex‚cution,38040,VRAI,0,VRAI,7174,VRAI,0,10162,1524,1016,3048,2032,2542,0,0,2220,2429,811,992,0,14252
331,Commerce,MaŒtrise,55706,VRAI,0,VRAI,14831,VRAI,3,16278,2441,1627,4883,3255,4072,0,7158,3330,4156,2559,2281,0,5113
332,Construction,MaŒtrise,44225,FAUX,16054,VRAI,13832,FAUX,0,12204,1830,1220,3661,2440,3053,0,0,2214,2710,1894,1943,0,-6626
333,Transport,MaŒtrise,42659,VRAI,0,VRAI,5721,VRAI,5,13791,2068,1379,4137,2758,3449,0,5870,3674,2429,2057,1509,551,7057
334,Extractives,Cadre,119675,VRAI,0,FAUX,0,FAUX,1,32703,4905,3270,9810,6540,8178,6305,8256,6216,7390,6234,4435,0,48136
335,Extractives,Cadre,106158,FAUX,21445,VRAI,5809,VRAI,3,37036,5555,3703,11110,7407,9261,0,10437,10546,7711,3178,4980,0,5016
336,Industry,MaŒtrise,42521,VRAI,0,VRAI,4867,FAUX,2,10707,1606,1070,3212,2141,2678,0,5970,2272,3391,2468,1141,0,11705
337,Education,Cadre,97845,VRAI,0,VRAI,11802,VRAI,4,33031,4954,3303,9909,6606,8259,0,13750,7303,5861,2374,6621,2143,14960
338,Agriculture,Ex‚cution,29493,FAUX,11230,FAUX,0,VRAI,2,8335,1250,833,2500,1667,2085,1505,3718,1537,2239,729,843,0,-643
339,Industry,Ex‚cution,34743,VRAI,0,FAUX,0,VRAI,3,11359,1703,1135,3407,2271,2843,3361,4895,3160,2662,971,1188,871,6276
340,Construction,MaŒtrise,42706,FAUX,27488,FAUX,0,FAUX,0,13433,2014,1343,4029,2686,3361,2467,0,3303,2247,1498,1737,895,-10362
341,Extractives,Cadre,99886,FAUX,15338,FAUX,0,VRAI,1,26057,3908,2605,7817,5211,6516,9894,8806,8866,6020,4505,2956,4746,12698
342,Construction,Cadre,70754,FAUX,20833,FAUX,0,FAUX,0,19908,2986,1990,5972,3981,4979,5786,0,4796,3852,3103,4296,1081,7099
343,Education,MaŒtrise,53502,FAUX,24130,FAUX,0,VRAI,0,16190,2428,1619,4857,3238,4048,4706,0,4581,2985,2078,2334,1642,-5144
344,Transport,Ex‚cution,32382,VRAI,0,VRAI,3992,FAUX,0,10070,1510,1007,3021,2014,2518,0,0,2008,1994,752,885,440,12241
345,Transport,Ex‚cution,28201,VRAI,0,VRAI,10127,VRAI,0,7364,1104,736,2209,1472,1843,0,0,2214,1902,1370,902,0,4322
346,Commerce,Ex‚cution,33777,VRAI,0,VRAI,3495,VRAI,4,9551,1432,955,2865,1910,2389,0,2945,2972,2032,1961,1921,0,8900
347,Transport,Cadre,71468,VRAI,0,VRAI,3996,FAUX,1,24436,3665,2443,7330,4887,6111,0,6602,4795,5635,2701,3176,3314,16813
348,Extractives,Ex‚cution,39923,FAUX,15994,FAUX,0,FAUX,0,12381,1857,1238,3714,2476,3096,2673,0,3083,2045,1987,1688,499,-427
349,Commerce,MaŒtrise,43228,VRAI,0,FAUX,0,VRAI,0,11754,1763,1175,3526,2350,2940,2405,0,3450,2789,911,1686,1351,18882
350,Finance,MaŒtrise,56781,FAUX,15680,FAUX,0,VRAI,4,17705,2655,1770,5311,3541,4428,4771,6624,4289,3569,1257,1198,1325,363
351,Finance,Ex‚cution,39931,FAUX,16701,FAUX,0,FAUX,1,13399,2009,1339,4019,2679,3353,2831,3232,3866,2614,1592,1154,1744,-7202
352,Industry,MaŒtrise,59506,VRAI,0,FAUX,0,VRAI,3,20051,3007,2005,6015,4010,5014,3237,7597,5497,3299,2214,1682,0,15929
353,Transport,Ex‚cution,28342,VRAI,0,VRAI,7500,FAUX,0,8671,1300,867,2601,1734,2169,0,0,2632,1984,1060,1917,0,4578
